filing_name,filing_date,district_court,exchange,ticker
"J.P. Morgan Chase & Co., Inc.",02/15/2002,S.D. New York,New York SE,JPM
"National Golf Properties, Inc.",02/15/2002,C.D. California,New York SE,TEE
Irvine Sensors Corporation,02/14/2002,C.D. California,NASDAQ,IRSN
"Juniper Networks, Inc.",02/13/2002,N.D. California,NASDAQ,JNPR
"Enterasys Networks, Inc.",02/07/2002,D. New Hampshire,New York SE,ETS
SpectraLink Corporation,02/07/2002,D. Colorado,NASDAQ,SLNK
Biopure Corporation,02/05/2002,D. Massachusetts,NASDAQ,BPUR
"Elan Corporation, PLC",02/04/2002,S.D. New York,New York SE,ELN
"Global Crossing, Ltd. and Asia Global Crossing Ltd. : Stocks and Notes",02/04/2002,S.D. New York,New York SE,GX
Hanover Compressor Company,02/04/2002,S.D. Texas,New York SE,HC
"Regeneration Technologies, Inc.",02/04/2002,N.D. Florida,NASDAQ,RTIX
Tyco International Ltd.,02/04/2002,D. New Hampshire,New York SE,TYC
"PNC Financial Services Group, Inc.",02/01/2002,W.D. Pennsylvania,New York SE,PNC
"Dynacq Healthcare, Inc. : Dynacq International, Inc. Securities",01/31/2002,S.D. Texas,NASDAQ,DYII
Ford Motor Company,01/29/2002,S.D. New York,New York SE,F
"Williams Companies, Inc.",01/29/2002,N.D. Oklahoma,New York SE,WMB
"Digital Island, Inc.",01/22/2002,D. Delaware,NASDAQ,ISLD
"SYNSORB Biotech, Inc.",01/17/2002,S.D. New York,NASDAQ,SYBB
"PDI, Inc.",01/16/2002,D. New Jersey,NASDAQ,PDII
"Suprema Specialties, Inc.",01/14/2002,D. New Jersey,NASDAQ,CHEZ
"HA-LO Industries, Inc.",01/11/2002,N.D. Illinois,NASDAQ,HMLOQ
"McLeodUSA, Inc.",01/11/2002,N.D. Iowa,NASDAQ,MCLD
Captec Net Lease Realty,01/10/2002,N.D. California,NASDAQ,CRRR
"Rhythms NetConnections, Inc.",01/10/2002,D. Colorado,NASDAQ,RTHMQ
"Rica Foods, Inc.",01/08/2002,S.D. Florida,American SE,RCF
"ImClone Systems, Inc.",01/07/2002,S.D. New York,NASDAQ,IMCL
Globix Corporation,01/04/2002,S.D. New York,NASDAQ,GBIX
"Rent-A-Center, Inc.",01/04/2002,E.D. Texas,NASDAQ,RCII
"Homestore.com, Inc.",12/27/2001,C.D. California,NASDAQ,HOMS
TALX Corporation,12/26/2001,E.D. Missouri,NASDAQ,TALX
"Daleen Technologies, Inc.",12/24/2001,S.D. New York,NASDAQ,DALN
"ACLN, Ltd.",12/21/2001,S.D. New York,New York SE,ASW
Hewlett-Packard Company,12/19/2001,N.D. California,New York SE,HWP
"Take-Two Interactive Software, Inc.",12/18/2001,S.D. New York,NASDAQ,TTWO
"Van Wagoner Funds, Inc.",12/17/2001,N.D. California,Open-end Fund,Open-end Fund
"AEGON USA, Inc.",12/10/2001,M.D. Florida,Privately Traded,Privately Traded
"APW, Ltd.",12/10/2001,E.D. Wisconsin,New York SE,APW
"Alliance Capital Management, L.P. : Alliance Capital's Family of Mutual Funds",12/07/2001,D. New Jersey,Undetermined,Undetermined
Corning Inc.,12/07/2001,W.D. New York,New York SE,GLW
"Network Engines, Inc.",12/07/2001,S.D. New York,NASDAQ,NENG
"Alamosa PCS Holdings, Inc.",12/06/2001,S.D. New York,NASDAQ,APCS
Capstone Turbine Corp.,12/06/2001,S.D. New York,NASDAQ,CPST
"Centra Software, Inc.",12/06/2001,S.D. New York,NASDAQ,CTRA
"Click Commerce, Inc.",12/06/2001,S.D. New York,NASDAQ,CKCM
"deCode Genetics, Inc.",12/06/2001,S.D. New York,NASDAQ,DCGN
Digital Insight Corporation,12/06/2001,S.D. New York,NASDAQ,DGIN
"Extensity, Inc.",12/06/2001,S.D. New York,NASDAQ,EXTN
"Manufacturers Services, Ltd.",12/06/2001,S.D. New York,New York SE,MSV
"Maxygen, Inc.",12/06/2001,S.D. New York,NASDAQ,MAXY
"MCK Communications, Inc.",12/06/2001,S.D. New York,NASDAQ,MCKC
"Netsolve, Inc.",12/06/2001,S.D. New York,NASDAQ,NTSL
"Pac-West Telecomm, Inc.",12/06/2001,S.D. New York,NASDAQ,PACW
"Pacific Internet, Ltd.",12/06/2001,S.D. New York,NASDAQ,PCNTF
"Primus Knowledge Solutions, Inc.",12/06/2001,S.D. New York,New York SE,PKSI
Radware Ltd.,12/06/2001,S.D. New York,NASDAQ,RDWR
"Resonate, Inc.",12/06/2001,S.D. New York,NASDAQ,RSNT
"Silicon Laboratories, Inc.",12/06/2001,S.D. New York,NASDAQ,SLAB
"TeleCorp PCS, Inc.",12/06/2001,S.D. New York,NASDAQ,TLCP
"Variagenics, Inc.",12/06/2001,S.D. New York,NASDAQ,VGNX
Carrier1 International S.A.,12/05/2001,S.D. New York,NASDAQ,CONE
"Cobalt Networks, Inc.",12/05/2001,S.D. New York,NASDAQ,COBT
"Copper Mountain Networks, Inc.",12/05/2001,S.D. New York,New York SE,CMTN
"DJ Orthopedics, Inc.",12/05/2001,S.D. California,New York SE,DJO
Infonet Services Corporation,12/05/2001,C.D. California,New York SE,IN
InsWeb Corporation,12/05/2001,S.D. New York,NASDAQ,INSW
"Internet Initiative Japan, Inc.",12/05/2001,S.D. New York,NASDAQ,IIJI
Jazztel P.L.C.,12/05/2001,S.D. New York,NASDAQ,JAZZ
"Nextel Partners, Inc.",12/05/2001,S.D. New York,NASDAQ,NXTP
"Regent Communications, Inc.",12/05/2001,S.D. New York,NASDAQ,RGCI
"SonicWALL, Inc.",12/05/2001,S.D. New York,NASDAQ,SNWL
"Symyx Technologies, Inc.",12/05/2001,S.D. New York,NASDAQ,SMMX
"TheStreet.com, Inc.",12/05/2001,S.D. New York,NASDAQ,TSCM
"TippingPoint Technologies, Inc.",12/05/2001,S.D. New York,NASDAQ,TPTI
"World Wrestling Entertainment, Inc.",12/05/2001,S.D. New York,NASDAQ,WWF
"Xpedior, Inc.",12/05/2001,S.D. New York,NASDAQ,XPDR
"Asiainfo Holdings, Inc.",12/04/2001,S.D. New York,NASDAQ,ASIA
GigaMedia Limited,12/04/2001,S.D. New York,NASDAQ,GIGM
"Juniper Networks, Inc.",12/04/2001,S.D. New York,NASDAQ,JNPR
"Martha Stewart Living Omnimedia, Inc.",12/04/2001,S.D. New York,New York SE,MSO
"Silicon Image, Inc.",12/04/2001,S.D. New York,NASDAQ,SIMG
"XO Communications, Inc.",12/04/2001,E.D. Virginia,NASDAQ,XOXO
"PurchasePro.com, Inc.",12/03/2001,S.D. New York,NASDAQ,PPRO
"ValiCert, Inc.",12/03/2001,S.D. New York,NASDAQ,VLCT
"Women.com  Networks, Inc.",12/03/2001,S.D. New York,NASDAQ,WOMN
"Be Free, Inc.",11/30/2001,S.D. New York,NASDAQ,BFRE
"Chartered Semiconductor Manufacturing, Ltd.",11/30/2001,S.D. New York,NASDAQ,CHRT
Finisar Corporation,11/30/2001,S.D. New York,NASDAQ,FNSR
"InforMax, Inc.",11/30/2001,S.D. New York,NASDAQ,INMX
Inforte Corporation,11/30/2001,S.D. New York,NASDAQ,INFT
Inrange Technologies Corporation,11/30/2001,S.D. New York,NASDAQ,INRG
"NextCard, Inc.",11/30/2001,S.D. New York,NASDAQ,NXCD
"Oratec Interventions, Inc.",11/30/2001,S.D. New York,NASDAQ,OTEC
"Paradyne Networks, Inc.",11/30/2001,S.D. New York,NASDAQ,PDYN
"pcOrder.com, Inc.",11/30/2001,S.D. New York,NASDAQ,PCOR
"Sagent Technology, Inc. (2001)",11/30/2001,N.D. California,NASDAQ,SGNT
"Sequenom, Inc.",11/30/2001,S.D. New York,NASDAQ,SQNM
SMTC Corporation,11/30/2001,S.D. New York,NASDAQ,SMTX
"SRI/Surgical Express, Inc.",11/30/2001,M.D. Florida,NASDAQ,STRC
"Ticketmaster Online-Citysearch, Inc.",11/30/2001,S.D. New York,NASDAQ,TMCS
Virata Corporation,11/30/2001,S.D. New York,NASDAQ,VRTA
"webMethods, Inc.",11/30/2001,S.D. New York,NASDAQ,WEBM
"Brightpoint, Inc.",11/29/2001,S.D. Indiana,NASDAQ,CELL
"OmniVision Technologies, Inc.",11/29/2001,S.D. New York,NASDAQ,OVTI
"Flashnet Communications, Inc.",11/28/2001,S.D. New York,NASDAQ,FLAS
"GlobeSpan, Inc.",11/28/2001,S.D. New York,NASDAQ,GSPN
JNI Corporation,11/28/2001,S.D. New York,NASDAQ,JNIC
"Quest Software, Inc.",11/28/2001,S.D. New York,NASDAQ,QSFT
"Saba Software, Inc.",11/28/2001,S.D. New York,NASDAQ,SABA
"Spanish Broadcasting System, Inc.",11/28/2001,S.D. New York,NASDAQ,SBSA
"Support.com, Inc.",11/28/2001,S.D. New York,NASDAQ,SPRT
United Pan-Europe Communications N.V.,11/28/2001,S.D. New York,NASDAQ,UPCOY
"Corio, Inc.",11/27/2001,S.D. New York,NASDAQ,CRIO
"Exfo Electro Optical Engineering, Inc.",11/27/2001,S.D. New York,NASDAQ,EXFO
"Ravisent Technologies, Inc.",11/27/2001,S.D. New York,NASDAQ,RVST
"Agilent Technologies, Inc.",11/26/2001,S.D. New York,New York SE,A
"Braun Consulting, Inc.",11/26/2001,S.D. New York,NASDAQ,BRNC
"Foundry Networks, Inc.",11/26/2001,S.D. New York,NASDAQ,FDRY
Optical Cable Corporation,11/26/2001,W.D. Virginia,NASDAQ,OCCF
"Wink Communications, Inc.",11/26/2001,S.D. New York,NASDAQ,WINK
"Interwave Communications International, Ltd.",11/21/2001,S.D. New York,NASDAQ,IWAV
"Sirenza Microdevices, Inc.",11/21/2001,S.D. New York,NASDAQ,SMDI
"Switchboard, Inc.",11/21/2001,S.D. New York,NASDAQ,SWBD
"Choice One Communications, Inc.",11/20/2001,S.D. New York,NASDAQ,CWON
"Novatel Wireless, Inc.",11/20/2001,S.D. New York,NASDAQ,NVTL
"Orchid Biosciences, Inc.",11/20/2001,S.D. New York,NASDAQ,ORCH
"StarMedia Network, Inc.",11/20/2001,S.D. New York,NASDAQ,STRM
"Log On America, Inc.",11/19/2001,D. Rhode Island,NASDAQ,LOAX
"Packeteer, Inc.",11/19/2001,S.D. New York,NASDAQ,PKTR
Versatel Telecom International N.V.,11/19/2001,S.D. New York,NASDAQ,VRSA
AirNet Communications Corporation,11/16/2001,S.D. New York,NASDAQ,ANCC
"Fatbrain.com, Inc.",11/16/2001,S.D. New York,NASDAQ,FATB
"Predictive Systems, Inc.",11/16/2001,S.D. New York,NASDAQ,PRDS
"Radio One, Inc.",11/16/2001,S.D. New York,NASDAQ,ROIA
"Repeater Technologies, Inc.",11/16/2001,S.D. New York,NASDAQ,RPTR
"CoSine Communications, Inc.",11/15/2001,S.D. New York,NASDAQ,COSN
Focal Communications Corporation,11/15/2001,S.D. New York,NASDAQ,FCOM
"Hoover's, Inc.",11/15/2001,S.D. New York,NASDAQ,HOOV
"Latitude Communications, Inc.",11/15/2001,S.D. New York,NASDAQ,LATD
"Register.com, Inc.",11/15/2001,S.D. New York,NASDAQ,RCOM
"XOMA, Ltd. and Genentech, Inc. : XOMA Common Stock",11/15/2001,N.D. California,NASDAQ,XOMA
Data Return Corporation,11/14/2001,S.D. New York,NASDAQ,DRTN
"Integrated Telecom Express, Inc.",11/14/2001,S.D. New York,NASDAQ,ITXI
"Triton Network Systems, Inc.",11/14/2001,S.D. New York,NASDAQ,TNSI
"Vitria Technology, Inc.",11/14/2001,S.D. New York,NASDAQ,VITR
"XCare.net, Inc.",11/14/2001,S.D. New York,NASDAQ,XCAR
"Aclara Biosciences, Inc.",11/13/2001,S.D. New York,NASDAQ,ACLA
BackWeb Technologies Ltd.,11/13/2001,S.D. New York,NASDAQ,BWEB
"Optio Software, Inc.",11/13/2001,S.D. New York,NASDAQ,OPTO
Viador Inc.,11/13/2001,S.D. New York,NASDAQ,VIAD
Vixel Corporation,11/13/2001,S.D. New York,NASDAQ,VIXL
"Apropos Technology, Inc.",11/09/2001,S.D. New York,NASDAQ,APRS
Immersion Corporation,11/09/2001,S.D. New York,NASDAQ,IMMR
Radio Unica Communications Corporation,11/09/2001,S.D. New York,NASDAQ,UNCA
"Turnstone Systems, Inc.",11/09/2001,S.D. New York,NASDAQ,TSTN
Informatica Corporation,11/08/2001,S.D. New York,NASDAQ,INFA
"Interwoven, Inc.",11/08/2001,S.D. New York,NASDAQ,IWOV
"Noven Pharmaceuticals, Inc.",11/08/2001,S.D. Florida,NASDAQ,NOVN
"Oplink Communications, Inc.",11/08/2001,S.D. New York,NASDAQ,OPLK
"OraPharma, Inc.",11/08/2001,S.D. New York,NASDAQ,OPHM
"Sonus Networks, Inc.",11/08/2001,S.D. New York,NASDAQ,SONS
Bookham Technology PLC,11/07/2001,S.D. New York,NASDAQ,BKHM
"Aetna, Inc.",11/06/2001,S.D. New York,New York SE,AET
"AirGate PCS, Inc.",11/06/2001,S.D. New York,NASDAQ,PCSA
"Evolve Software, Inc.",11/06/2001,S.D. New York,NASDAQ,EVLV
Metawave Communications Corporation,11/06/2001,S.D. New York,NASDAQ,MTWV
"Nesco, Inc.",11/06/2001,N.D. Oklahoma,NASDAQ,NESC
"NetRatings, Inc.",11/06/2001,S.D. New York,NASDAQ,NTRT
TenFold Corporation,11/06/2001,S.D. New York,NASDAQ,TENF
"Alloy, Inc.",11/05/2001,S.D. New York,NASDAQ,ALOY
"Antigenics, Inc.",11/05/2001,S.D. New York,NASDAQ,AGEN
"Dice, Inc. : EarthWeb, Inc. Common Stock",11/05/2001,S.D. New York,NASDAQ,DICE
"GT Group Telecom, Inc.",11/05/2001,S.D. New York,NASDAQ,GTTLB
High Speed Access Corp.,11/05/2001,S.D. New York,NASDAQ,HSAC
"NextCard, Inc.",11/05/2001,N.D. California,NASDAQ,NXCD
"Openwave Systems, Inc.",11/05/2001,S.D. New York,NASDAQ,OPWV
"Satyam Infoway, Ltd.",11/05/2001,S.D. New York,NASDAQ,SIFY
"UAXS Global Holdings, Inc.",11/05/2001,S.D. New York,NASDAQ,UAXS
"Valley Media, Inc.",11/05/2001,S.D. New York,NASDAQ,VMIX
"Via Net.works, Inc.",11/05/2001,S.D. New York,NASDAQ,VNWI
"Lexmark International, Incorporated",11/02/2001,E.D. Kentucky,New York SE,LXK
Nanophase Technologies Corporation,11/02/2001,N.D. Illinois,NASDAQ,NANX
"Net Perceptions, Inc.",11/02/2001,S.D. New York,NASDAQ,NETP
Superior Financial Corporation,11/02/2001,E.D. Arkansas,NASDAQ,SUFI
"Apropos Technology, Inc.",11/01/2001,N.D. Illinois,NASDAQ,APRS
IMPSAT Fiber Networks,11/01/2001,S.D. New York,NASDAQ,IMPT
"MetaSolv Software, Inc.",11/01/2001,S.D. New York,NASDAQ,MSLV
"Metricom, Inc.",11/01/2001,N.D. California,NASDAQ,MCOM
AvantGo Inc.,10/31/2001,S.D. New York,NASDAQ,AVGO
"DigitalThink, Inc.",10/31/2001,S.D. New York,NASDAQ,DTHK
"Tidel Technologies, Inc.",10/31/2001,S.D. Texas,NASDAQ,ATMS
"UTStarcom, Inc.",10/31/2001,S.D. New York,NASDAQ,UTSI
NorthPoint Communications,10/30/2001,S.D. New York,OTC-BB,NPNT
Onyx Software,10/30/2001,S.D. New York,NASDAQ,ONXS
"Tut Systems, Inc.",10/30/2001,S.D. New York,NASDAQ,TUTS
"Verado Holdings, Inc.",10/30/2001,S.D. New York,NASDAQ,VRDO
Exchange Applications,10/26/2001,S.D. New York,NASDAQ,EXAP
"Korea Thrunet Co., Ltd.",10/26/2001,S.D. New York,NASDAQ,KOREA
"Lexent, Inc.",10/26/2001,S.D. New York,NASDAQ,LXNT
Numerical Technologies,10/26/2001,S.D. New York,NASDAQ,NMTC
Prodigy Communications,10/26/2001,S.D. New York,NASDAQ,PRGY
Quicklogic Corporation,10/26/2001,S.D. New York,NASDAQ,QUIK
TeleCommunication Systems,10/26/2001,S.D. New York,NASDAQ,TSYS
"USinternetworking, Inc.",10/26/2001,S.D. New York,NASDAQ,USIX
Vignette Corporation,10/26/2001,S.D. New York,NASDAQ,VIGN
Agile Software Corporation,10/25/2001,S.D. New York,NASDAQ,AGIL
"eBenX, Inc.",10/25/2001,S.D. New York,NASDAQ,EBNX
eGain Communications Corp.,10/25/2001,S.D. New York,NASDAQ,EGAN
"iXL Enterprises, Inc.",10/25/2001,S.D. New York,NASDAQ,IIXL
"Ask Jeeves, Inc.",10/24/2001,S.D. New York,NASDAQ,ASKJ
"Intraware, Inc.",10/24/2001,S.D. New York,NASDAQ,ITRA
Enron Corporation,10/22/2001,S.D. Texas,New York SE,ENE
"NetEase.com, Inc.",10/22/2001,S.D. New York,NASDAQ,NTES
"Comverse Technology, Inc.",10/19/2001,E.D. New York,NASDAQ,CMVT
Providian Financial Corporation,10/19/2001,N.D. California,New York SE,PVN
"GenesisIntermedia, Inc.",10/18/2001,C.D. California,NASDAQ,GENI
"Intelli-Check, Inc.",10/18/2001,D. New Jersey,American SE,IDN
"Carescience, Inc.",10/17/2001,E.D. Pennsylvania,NASDAQ,CARE
"Teradyne, Inc.",10/16/2001,D. Massachusetts,New York SE,TER
"Sport-Haley, Inc.",10/15/2001,D. Colorado,NASDAQ,SPOR
Philips Medical Acquisition Corporation : ADAC Laboratories Common Stock,10/10/2001,N.D. California,NASDAQ,ADAC
"Shopko Stores, Inc.",10/10/2001,E.D. Wisconsin,New York SE,SKO
The Lincoln Company LLC : Hartmarx Corporation,10/10/2001,N.D. Illinois,New York SE,HMX
"WestPoint Stevens, Inc.",10/05/2001,N.D. Georgia,NASDAQ,WXS
"DQE, Inc.",10/04/2001,W.D. Pennsylvania,New York SE,DQE
"Internet Security Systems, Inc.",09/28/2001,N.D. Georgia,NASDAQ,ISSX
"Loudcloud, Inc.",09/28/2001,N.D. California,NASDAQ,LDCL
"Apple Computer, Inc.",09/27/2001,N.D. California,NASDAQ,AAPL
Intel Corporation,09/20/2001,N.D. California,NASDAQ,INTC
"Sirius Satellite Radio, Inc.",09/18/2001,S.D. New York,NASDAQ,SIRI
"Engage Technologies, Inc.",09/07/2001,S.D. New York,NASDAQ,ENGA
Psi Technologies Holdings,09/07/2001,S.D. New York,NASDAQ,PSIT
"Hayes Lemmerz International, Inc.",09/06/2001,E.D. Michigan,New York SE,HAZ
RailWorks Corporation,09/06/2001,D. Maryland,NASDAQ,RWKS
Clarent Corporation,09/05/2001,N.D. California,NASDAQ,CLRN
"Art Technology Group, Inc.",08/31/2001,D. Massachusetts,NASDAQ,ARTG
Onyx Software Corporation,08/30/2001,W.D. Washington,NASDAQ,ONXS
KeySpan Corporation,08/28/2001,E.D. New York,New York SE,KSE
Apria Healthcare Group Inc.,08/27/2001,C.D. California,New York SE,AHG
CNA Financial Corporation : Senior Capital Notes,08/27/2001,W.D. Virginia,Undetermined,Undetermined
"Infotopia, Inc. : Promissory Notes",08/23/2001,N.D. Ohio,OTC-BB,IFTP
CVS Corporation,08/22/2001,D. Massachusetts,New York SE,CVS
"Virage, Inc.",08/22/2001,S.D. New York,NASDAQ,VRGE
"Amedisys, Inc.",08/21/2001,M.D. Louisiana,NASDAQ,AMED
ONI Systems,08/21/2001,S.D. New York,NASDAQ,ONIS
"CNET Networks : Ziff-Davis, Inc. Stock",08/16/2001,S.D. New York,NASDAQ,ZDZ
Keynote Systems,08/16/2001,S.D. New York,NASDAQ,KEYN
"Merrill Lynch & Co., Inc. : Internet Infrastructure Holdrs Depositary Receipts",08/15/2001,S.D. New York,American SE,IIH
"E-Loan, Inc.",08/13/2001,S.D. New York,NASDAQ,EELN
"ConAgra Foods, Inc.",08/10/2001,D. Nebraska,New York SE,CAG
"Rambus, Inc.",08/10/2001,N.D. California,NASDAQ,RMBS
Talarian Corporation,08/10/2001,S.D. New York,NASDAQ,TALR
"Amylin Pharmaceuticals, Inc.",08/09/2001,S.D. California,NASDAQ,AMLN
"SciQuest.com, Inc.",08/09/2001,S.D. New York,NASDAQ,SQST
"Akorn, Inc.",08/08/2001,N.D. Illinois,NASDAQ,AKRN
"Asia Pulp & Paper Company, Ltd.",08/08/2001,S.D. New York,New York SE,PAP
Digital River,08/08/2001,S.D. New York,NASDAQ,DRIV
Metromedia Fiber Network,08/08/2001,S.D. New York,NASDAQ,MFNX
"Nuance Communications, Inc.",08/08/2001,S.D. New York,NASDAQ,NUAN
"Mediaplex, Inc.",08/07/2001,S.D. New York,NASDAQ,MPLX
"NETsilicon, Inc.",08/07/2001,S.D. New York,NASDAQ,NSIL
Niku Corporation,08/07/2001,S.D. New York,NASDAQ,NIKU
"Preview Systems, Inc.",08/07/2001,S.D. New York,NASDAQ,PRVWZ
"Morgan Stanley Dean Witter & Co. : AOL Time Warner, Inc.",08/06/2001,S.D. New York,New York SE,AOL
"MedicaLogic, Inc.",08/03/2001,S.D. New York,NASDAQ,MDLI
"TheGlobe.com, Inc.",08/03/2001,S.D. New York,NASDAQ,TGLO
Credit Suisse First Boston Corporation : Internet and Technology Companies Class Securities (Internet Infrastructure HOLDRs),08/02/2001,S.D. New York,American SE,IIH
Delano Technology Corporation,08/02/2001,S.D. New York,NASDAQ,DTEC
"Modem Media Poppe Tyson, Inc. (n/k/a Modem Media, Inc.)",08/02/2001,S.D. New York,NASDAQ,MMPT
"StorageNetworks, Inc.",08/02/2001,S.D. New York,NASDAQ,STOR
"Aspect Medical Systems, Inc.",08/01/2001,S.D. New York,NASDAQ,ASPM
"Morgan Stanley Dean Witter & Co. : Amazon.com, Inc.",08/01/2001,S.D. New York,NASDAQ,AMZN
"Morgan Stanley Dean Witter & Co. : eBay, Inc.",08/01/2001,S.D. New York,NASDAQ,EBAY
"CommTouch Software, Ltd.",07/31/2001,S.D. New York,NASDAQ,CTCH
F5 Networks Inc.,07/31/2001,S.D. New York,NASDAQ,FFIV
"FirePond, Inc.",07/31/2001,S.D. New York,NASDAQ,FIRE
"FreeMarkets, Inc.",07/31/2001,S.D. New York,NASDAQ,FMKT
Lante Corporation,07/31/2001,S.D. New York,NASDAQ,LNTE
"Marvell Technology Group, Ltd.",07/31/2001,S.D. New York,NASDAQ,MRVL
CyberSource Corporation,07/30/2001,S.D. New York,NASDAQ,CYBS
"Equinix, Inc.",07/30/2001,S.D. New York,NASDAQ,EQIX
"Handspring, Inc.",07/30/2001,S.D. New York,NASDAQ,HAND
McAfee.com Corporation,07/30/2001,S.D. New York,NASDAQ,MCAF
Netro Corporation,07/30/2001,S.D. New York,NASDAQ,NTRO
OpenTV Corporation,07/30/2001,S.D. New York,NASDAQ,OPTV
"Fairmarket, Inc.",07/27/2001,S.D. New York,NASDAQ,FAIM
Global Crossing Ltd.,07/27/2001,S.D. New York,NASDAQ,GBLXQ
LookSmart Ltd.,07/27/2001,S.D. New York,NASDAQ,LOOK
"Net2Phone, Inc.",07/27/2001,S.D. New York,NASDAQ,NTOP
"Qwest Communications International, Inc.",07/27/2001,D. Colorado,New York SE,Q
RoweCom Inc.,07/27/2001,S.D. New York,NASDAQ,ROWE
Avanex Corporation,07/26/2001,S.D. New York,NASDAQ,AVNX
"Digital Island, Inc.",07/26/2001,S.D. New York,NASDAQ,ISLD
ITXC Corporation,07/26/2001,S.D. New York,NASDAQ,ITXC
"Loudeye Technologies, Inc.",07/26/2001,S.D. New York,NASDAQ,LOUD
"Merrill Lynch & Co., Inc. : InfoSpace Inc.",07/26/2001,S.D. New York,NASDAQ,INSP
"OTG Software, Inc.",07/26/2001,S.D. New York,NASDAQ,OTGS
SmartDisk Corporation,07/26/2001,S.D. New York,NASDAQ,SMDK
Vicinity Corporation,07/26/2001,S.D. New York,NASDAQ,VCNT
"Autobytel.com, Inc.",07/25/2001,S.D. New York,NASDAQ,ABTL
"Bottomline Technologies, Inc.",07/25/2001,S.D. New York,NASDAQ,EPAY
"Concur Technologies, Inc.",07/25/2001,S.D. New York,NASDAQ,CNQR
iBeam Broadcasting Corporation,07/25/2001,S.D. New York,NASDAQ,IBEM
"Kana Software, Inc.",07/25/2001,S.D. New York,NASDAQ,KANA
"Microtune, Inc.",07/25/2001,S.D. New York,NASDAQ,TUNE
Perot Systems Corporation,07/25/2001,S.D. New York,New York SE,PER
"StarMedia Network, Inc.",07/25/2001,S.D. New York,NASDAQ,STRM
"Stratos Lightwave, Inc.",07/25/2001,S.D. New York,NASDAQ,STLW
Eloquent Inc.,07/24/2001,S.D. New York,NASDAQ,ELOQ
"GRIC Communications, Inc.",07/24/2001,S.D. New York,NASDAQ,GRIC
"Lionbridge Technologies, Inc.",07/24/2001,S.D. New York,NASDAQ,LIOX
"MatrixOne, Inc.",07/24/2001,S.D. New York,NASDAQ,MONE
"Scientific-Atlanta, Incorporated",07/24/2001,N.D. Georgia,New York SE,SFA
"Airspan Networks, Inc.",07/23/2001,S.D. New York,NASDAQ,AIRN
WebMD Corporation (f/ka Healtheon Corporation),07/23/2001,S.D. New York,NASDAQ,HLTH
"Advanced Deposition Technologies, Inc.",07/20/2001,D. Massachusetts,NASDAQ,ADTCQ
"Brocade Communication Systems, Inc.",07/20/2001,S.D. New York,NASDAQ,BRCD
"Liquid Audio, Inc.",07/20/2001,S.D. New York,NASDAQ,LQID
McData Corporation,07/20/2001,S.D. New York,NASDAQ,MCDT
"Neoforma.com, Inc.",07/20/2001,S.D. New York,NASDAQ,NEOF
OmniSky Corporation,07/20/2001,S.D. New York,NASDAQ,OMNY
"Critical Path, Inc.",07/18/2001,S.D. New York,NASDAQ,CPTH
Transmeta Corporation,07/18/2001,S.D. New York,NASDAQ,TMTA
"Breakaway Solutions, Inc.",07/16/2001,S.D. New York,NASDAQ,BWAY
Viant Corporation,07/16/2001,S.D. New York,NASDAQ,VIAN
PSS World Medical,07/13/2001,M.D. Florida,NASDAQ,PSSI
"Webvan Group, Inc.",07/13/2001,S.D. New York,NASDAQ,WBVN
Clarent Corporation,07/12/2001,S.D. New York,NASDAQ,CLRN
Exodus Communications Inc.,07/12/2001,N.D. California,NASDAQ,EXDS
"GoTo.com, Inc.",07/12/2001,S.D. New York,NASDAQ,GOTO
"Tut Systems, Inc.",07/12/2001,N.D. California,NASDAQ,TUTS
"Ashford.com, Inc.",07/11/2001,S.D. New York,NASDAQ,ASFD
"Blue Martini Software, Inc.",07/11/2001,S.D. New York,NASDAQ,BLUE
"Buy.com, Inc.",07/11/2001,S.D. New York,NASDAQ,BUYX
"Caldera International, Inc.",07/11/2001,S.D. New York,NASDAQ,CALD
"drkoop.com, Inc.",07/11/2001,S.D. New York,OTC-BB,KOOP
"iBasis, Inc.",07/11/2001,S.D. New York,NASDAQ,IBAS
"iManage, Inc.",07/11/2001,S.D. New York,NASDAQ,IMAN
"Terra Networks, S.A.",07/11/2001,S.D. New York,NASDAQ,TRLY
"Tickets.com, Inc.",07/11/2001,S.D. New York,NASDAQ,TIXX
"Trex Company, Inc.",07/11/2001,W.D. Virginia,New York SE,TWP
U.S. Wireless Corporation,07/11/2001,N.D. California,NASDAQ,USWC
BSQUARE Corporation,07/10/2001,S.D. New York,NASDAQ,BSQR
"Chordiant Software, Inc.",07/10/2001,S.D. New York,NASDAQ,CHRD
Immune Response Corporation,07/10/2001,S.D. California,NASDAQ,IMNR
Sipex Corporation,07/10/2001,D. Massachusetts,NASDAQ,SIPX
"E.piphany, Inc.",07/09/2001,S.D. New York,NASDAQ,EPNY
"Marconi, PLC. : American Deposit Receipts (ADR's)",07/09/2001,W.D. Pennsylvania,NASDAQ,MONI
"Portal Software , Inc.",07/09/2001,S.D. New York,NASDAQ,PRSF
Extreme Networks Inc.,07/06/2001,S.D. New York,NASDAQ,EXTR
Integrated Information Systems,07/06/2001,S.D. New York,NASDAQ,IISX
"Rhythms Netconnections, Inc.",07/06/2001,S.D. New York,NASDAQ,RTHM
"Tibco Software, Inc.",07/06/2001,S.D. New York,NASDAQ,TIBX
